datalen_bytes,pub_count,sub_count,best_effort,multicast,durability,mean_latency_us,mean_total_throughput_mbps,mean_sample_rate,samples_received,samples_lost
100,10,1,False,True,2,3703.1853402224365,145.84259259259258,182303.94444444444,108741462.0,0.0
100,10,1,False,True,3,3549.634111226437,144.6894117647059,180858.756302521,108064757.0,0.0
100,10,1,False,False,0,741.6819876372674,185.52100840336135,231899.3512605042,138496865.0,0.0
100,10,1,False,False,1,742.0277217137059,188.46638655462183,235583.8,140656832.0,0.0
100,10,1,False,False,2,733.7784807751082,189.31008403361344,236638.33613445377,141341153.0,0.0
100,10,1,False,False,3,737.3233312094344,185.98705882352942,232483.6857142857,138824798.0,0.0
100,10,25,True,True,0,5333.499289772727,660.0731092436974,825073.8941176471,493559410.0,2190857568.0
100,10,25,True,True,1,5601.511024007839,659.5405042016807,824412.687394958,492546419.0,2109657773.0
100,10,25,True,True,2,5713.584401594312,662.791610738255,828474.3859060403,496636529.0,2059963965.0
100,10,25,True,True,3,3926.935428325441,662.9623529411764,828693.9915966387,496006695.0,2089990072.0
100,10,25,True,False,0,3859.0016331715283,566.0910924369748,707604.7361344538,423100250.0,276565413.0
100,10,25,True,False,1,4284.680064308682,555.0125838926175,693755.0973154362,415821209.0,279885829.0
100,10,25,True,False,2,3635.684034702832,565.3224832214765,706647.8607382551,423195016.0,272201919.0
100,10,25,True,False,3,3880.353711790393,567.8243697478991,709766.7243697479,424565681.0,267150745.0
100,10,25,False,True,0,3630.837117637262,662.8704697986578,828572.8271812081,495309608.0,0.0
100,10,25,False,True,1,3546.8937718914185,670.0127516778523,837492.6090604027,500341397.0,0.0
100,10,25,False,True,2,3664.1590769745276,665.9758389261744,832452.3791946309,497655142.0,0.0
100,10,25,False,True,3,3694.0607507408627,667.8055276381909,834750.1691792295,499388460.0,0.0
100,10,25,False,False,0,3223.3280512712163,500.74352941176477,625916.668907563,373403541.0,0.0
100,10,25,False,False,1,3330.6744466515324,501.955033557047,627423.1812080537,375165769.0,0.0
100,10,25,False,False,2,3280.6820125427594,501.0697986577181,626320.5067114094,374512109.0,0.0
100,10,25,False,False,3,3271.3955973952434,505.70436974789914,632101.4420168067,377152990.0,0.0
100,10,50,True,True,0,6071.304841075795,984.7142857142857,1230858.6403361345,735260710.0,2568029585.0
100,10,50,True,True,1,5719.183280590717,990.0922818791946,1237594.2432885906,740842602.0,2358488828.0
100,10,50,True,True,2,6007.566215344938,981.4546979865772,1226795.0453020134,734271344.0,2549563918.0
100,10,50,True,True,3,5500.414899257688,991.5628571428572,1239423.2554621848,740820680.0,2422900222.0
100,10,50,True,False,0,3976.4669219315037,685.7361344537815,857159.0924369748,513067453.0,83929515.0
100,10,50,True,False,1,4359.476940382452,680.7710924369748,850923.3798319327,509340786.0,84931200.0
100,10,50,True,False,2,4294.719960884978,680.2505882352941,850302.6840336134,508926370.0,79900708.0
